root|https://www.astrazeneca.com/|archive-link-popup,block-wrapper,footer-component,homepage-content-set,homepage-hero,homepage-hero-story-wrapper,image-panel-feature,image-replace,l-constrained,l-one-block,l-one-block-c0,l-padded,link-image-panel-v2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-bg,responsive-image,rich-header,rich-text,single-content-item,tablesaw-enhanced,text-action-block,treding-story-content,video-module,video-template
404|https://www.astrazeneca.com/404.html|archive-link-popup,block-wrapper,footer-component,image-replace,l-constrained,l-padded,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,tablesaw-enhanced,ui-accordion,ui-accordion-content,ui-accordion-header,ui-accordion-header-collapsed,ui-accordion-header-icon,ui-accordion-icons,ui-corner-all,ui-corner-bottom,ui-corner-top,ui-helper-reset,ui-icon,ui-state-default,ui-widget,ui-widget-content
404|https://www.astrazeneca.com/404.html#:~:text=total%20abstracts%20across%20its%20Immunology,systemic%20lupus%20erythematosus%20(SLE).|archive-link-popup,block-wrapper,footer-component,image-replace,l-constrained,l-padded,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,tablesaw-enhanced,ui-accordion,ui-accordion-content,ui-accordion-header,ui-accordion-header-collapsed,ui-accordion-header-icon,ui-accordion-icons,ui-corner-all,ui-corner-bottom,ui-corner-top,ui-helper-reset,ui-icon,ui-state-default,ui-widget,ui-widget-content
astrazeneca-exchange|https://www.astrazeneca.com/astrazeneca-exchange.html|archive-link-popup,block-wrapper,footer-component,image-replace,l-constrained,l-eight-block-center,l-eight-block-center-c0,l-margin,label-one,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,tablesaw-enhanced
az-suppliers|https://www.astrazeneca.com/az-suppliers/az-coupa-supplier.html|archive-link-popup,block-wrapper,country-list,footer-component,hero-header,image-replace,l-constrained,l-margin,l-padded,l-three-block,l-three-block-c0,l-three-block-c1,l-three-block-c2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,show-more-wrapper,tablesaw-enhanced,ui-accordion,ui-accordion-content,ui-accordion-header,ui-accordion-header-collapsed,ui-accordion-header-icon,ui-accordion-icons,ui-accordion-tagging,ui-corner-all,ui-corner-bottom,ui-corner-top,ui-helper-reset,ui-icon,ui-state-default,ui-widget,ui-widget-content
az-suppliers|https://www.astrazeneca.com/az-suppliers/az-coupa-supplier/faq/SAN.html|archive-link-popup,block-wrapper,footer-component,hero-header,image-replace,l-constrained,l-eight-block-center,l-eight-block-center-c0,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-text,tablesaw-enhanced,video-module,video-template
az-suppliers|https://www.astrazeneca.com/az-suppliers/az-coupa-supplier/faq/Supplier-Actionable-Notification.html|archive-link-popup,block-wrapper,footer-component,hero-header,image-replace,l-constrained,l-eight-block-center,l-eight-block-center-c0,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-text,tablesaw-enhanced
az-suppliers|https://www.astrazeneca.com/az-suppliers/az-coupa-supplier/selected-suppliers-page.html|archive-link-popup,block-wrapper,country-list,footer-component,l-constrained,l-padded,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,rich-text,show-more-wrapper,tablesaw-enhanced
az-suppliers|https://www.astrazeneca.com/az-suppliers/supplier-contact-information.html|archive-link-popup,block-wrapper,footer-component,hero-header,l-constrained,l-margin,main-section,modal-close,modal-content,modal-inner,modal-window,mode-stack,object-fit,pt-column-control-inverted,rich-text,section-header,tablesaw-bar,tablesaw-cell-content,tablesaw-cell-label,tablesaw-enhanced,tablesaw-stack,ui-accordion,ui-accordion-content,ui-accordion-header,ui-accordion-header-collapsed,ui-accordion-header-icon,ui-accordion-icons,ui-accordion-tagging,ui-corner-all,ui-corner-bottom,ui-corner-top,ui-helper-reset,ui-icon,ui-state-default,ui-widget,ui-widget-content
careers|https://www.astrazeneca.com/careers/great-place-to-work.html|archive-link-popup,block-wrapper,footer-component,icon-link-panel,image-replace,isolated-news-component,jump-to-anchor,l-constrained,l-one-block,l-one-block-c0,l-two-block,l-two-block-c0,l-two-block-c1,link-image-panel-v2,main-section,modal-close,modal-content,modal-inner,modal-window,news-component,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,tablesaw-enhanced,text-action-block
careers|https://www.astrazeneca.com/careers/great-place-to-work/employee-resource-groups.html|archive-link-popup,block-wrapper,carousel-full-bleed,carousel-outer-wrapper,content-tile,footer-component,generic-tabs,image-replace,jump-to-anchor,l-constrained,l-one-block,l-one-block-c0,l-padded,l-three-block,l-three-block-c0,l-three-block-c1,l-three-block-c2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,slick-active,slick-arrow,slick-current,slick-disabled,slick-initialized,slick-list,slick-next,slick-prev,slick-slide,slick-slider,slick-track,tablesaw-enhanced,video-module,video-template
careers|https://www.astrazeneca.com/careers/great-place-to-work/inclusion-and-diversity.html|archive-link-popup,block-wrapper,carousel-full-bleed,carousel-outer-wrapper,footer-component,image-replace,l-constrained,l-eight-block-center,l-eight-block-center-c0,l-one-block,l-one-block-c0,l-three-block,l-three-block-c0,l-three-block-c1,l-three-block-c2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-image,rich-header,rich-text,slick-active,slick-arrow,slick-current,slick-disabled,slick-initialized,slick-list,slick-next,slick-prev,slick-slide,slick-slider,slick-track,tablesaw-enhanced,video-module,video-template
careers|https://www.astrazeneca.com/careers/great-place-to-work/learning-development.html|archive-link-popup,block-wrapper,footer-component,hero-feature,image-replace,img-circle,l-constrained,l-flex-three-block,l-flex-three-block-c0,l-flex-three-block-c1,l-flex-three-block-c2,l-margin,l-three-block-c0,l-three-block-c1,l-three-block-c2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-bg,responsive-image,rich-text,section-header,tablesaw-enhanced,wscd-split-feature-tile
careers|https://www.astrazeneca.com/careers/great-place-to-work/learning-development.html.html|archive-link-popup,block-wrapper,footer-component,hero-feature,image-replace,img-circle,l-constrained,l-flex-three-block,l-flex-three-block-c0,l-flex-three-block-c1,l-flex-three-block-c2,l-margin,l-three-block-c0,l-three-block-c1,l-three-block-c2,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-bg,responsive-image,rich-text,section-header,tablesaw-enhanced,wscd-split-feature-tile
careers|https://www.astrazeneca.com/careers/great-place-to-work/unlocking-innovation-through-lifelong-learning.html#modal-historic-confirmation|archive-link-popup,block-wrapper,footer-component,hero-feature,image-panel-feature,l-constrained,l-margin,l-one-block,l-one-block-c0,l-three-block-c0,l-three-block-c1,l-three-block-c2,l-two-block,l-two-block-c0,l-two-block-c1,main-section,modal-close,modal-content,modal-inner,modal-window,object-fit,pt-column-control-inverted,responsive-bg,rich-text,tablesaw-enhanced
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/AstraZeneca%20China%20HQ%20at%20Shanghai%20Zhangjiang%20Hi-Tech%20Park.jpg/jcr:content/renditions/cq5dam.web.320.AstraZeneca%20China%20HQ%20at%20Shanghai%20Zhangjiang%20Hi-Tech%20Park.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/AstraZeneca%20China%20HQ%20at%20Shanghai%20Zhangjiang%20Hi-Tech%20Park.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-01.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-02.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-03.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-04.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-05.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-06.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-07.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-08.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-10.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-11.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Egypt/partnership/AZ-Egypt-Partnerships-12.jpg|NO_CLASSES
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-1.jpg/jcr:content/renditions/cq5dam.web.320.Innovative%20R&D%20in%20China-1.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-1.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-2.jpg/jcr:content/renditions/cq5dam.web.320.Innovative%20R&D%20in%20China-2.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-2.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-3.jpg/jcr:content/renditions/cq5dam.web.320.Innovative%20R&D%20in%20China-3.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Innovative%20R&D%20in%20China-3.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Lithuania/2025/AZ_Campaign_Digital%20assets_PHSSR_aw%2016-9.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Wuxi%20world-class%20production%20site%20supplying%20AZ%20medicines%20worldwide.jpg/jcr:content/renditions/cq5dam.web.320.Wuxi%20world-class%20production%20site%20supplying%20AZ%20medicines%20worldwide.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Country-Sites/Wuxi%20world-class%20production%20site%20supplying%20AZ%20medicines%20worldwide.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Image%20Bank/AstraZenica-in-Cambridge/v2/Cambridge_R&D_Centre_auditorium_new.jpg/jcr:content/renditions/cq5dam.web.320.Cambridge_R&D_Centre_auditorium_new.jpg|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Image%20Bank/AstraZenica-in-Cambridge/v2/Cambridge_R&D_Centre_auditorium_new.jpg/jcr:content/renditions/original|NOT_IN_MIRROR
content|https://www.astrazeneca.com/content/dam/az/Image%20Bank/Locations/Maihara-Factory.jpg/jcr:content/renditions/cq5dam.web.320.Maihara-Factory.jpg|NOT_IN_MIRROR
